brand,model,processor_brand,processor_name,processor_generation,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,microsoft_office,latest_price,old_price,discount,star_rating,ratings,reviews,latest_price_myr,old_price_myr,discount_myr,total_storage_gb,storage_type,performance_category,price_category,brand_popularity,value_score
MSI,Delta,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,0,False,False,146990,188990,22,0.0,0,0,7114.32,9147.12,22.22,1024,SSD,High,High-end,50,0.0
ASUS,VivoBook,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,False,False,104990,142990,26,4.5,14,2,5081.52,6920.72,26.58,1024,SSD,High,High-end,242,0.012397865205686486
ASUS,ROG,AMD,Ryzen 9,Unknown,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16.0,1,True,False,114990,181990,36,4.7,14,1,5565.52,8808.32,36.82,1024,SSD,High,High-end,242,0.011822794635541692
ASUS,ROG,AMD,Ryzen 9,Unknown,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,16.0,1,True,True,124990,175990,28,5.0,3,0,6049.52,8517.92,28.98,1024,SSD,High,High-end,242,0.0024795355664581653
ASUS,Zenbook,AMD,Ryzen 9,Unknown,4,LPDDR4X,1024,0,Windows,64-bit,0,Casual,16.0,0,True,False,134990,170990,21,0.0,0,0,6533.52,8275.92,21.05,1024,SSD,High,High-end,242,0.0
HP,OMEN,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,8,Casual,16.0,1,False,True,141990,163739,13,0.0,0,0,6872.32,7924.97,13.28,1024,SSD,High,High-end,142,0.0
ASUS,Rog,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,False,False,129990,166990,22,0.0,0,0,6291.52,8082.32,22.16,1024,SSD,High,High-end,242,0.0
ASUS,ROG,AMD,Ryzen 9,Unknown,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,15.6,1,True,True,142990,201990,29,4.0,4,1,6920.72,9776.32,29.21,1024,SSD,High,High-end,242,0.0023118981840039763
ASUS,Zephyrus,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,False,False,121990,155990,21,0.0,0,0,5904.32,7549.92,21.8,1024,SSD,High,High-end,242,0.0
ASUS,ROG,AMD,Ryzen 9,Unknown,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,15.6,1,True,True,124990,194990,35,4.2,44,12,6049.52,9437.52,35.9,1024,SSD,High,High-end,242,0.030547878178764597
ASUS,ROG,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,6,Casual,16.0,0,False,False,141990,189990,25,4.2,61,13,6872.32,9195.52,25.26,1024,SSD,High,High-end,242,0.03727998696219035
ASUS,VivoBook,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,4,Casual,16.0,1,False,False,162990,0,0,0.0,0,0,7888.72,0.0,-inf,1024,SSD,High,High-end,242,0.0
ASUS,VivoBook,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,False,False,130500,162990,19,0.0,0,0,6316.2,7888.72,19.93,1024,SSD,High,High-end,242,0.0
ASUS,VivoBook,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,0,False,False,116990,149990,22,0.0,0,0,5662.32,7259.52,22.0,1024,SSD,High,High-end,242,0.0
ASUS,Ryzen,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,32-bit,6,Casual,16.0,0,False,False,138990,210990,34,0.0,0,0,6727.12,10211.92,34.12,1024,SSD,High,High-end,242,0.0
ASUS,ROG,AMD,Ryzen 9,Unknown,4,LPDDR4X,1024,0,Windows,64-bit,4,Casual,15.6,1,True,True,234990,350990,33,0.0,0,0,11373.52,16987.92,33.05,1024,SSD,High,Premium,242,0.0
ASUS,ROG,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,False,False,135990,172990,21,0.0,0,0,6581.92,8372.72,21.39,1024,SSD,High,High-end,242,0.0
ASUS,ROG,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,0,Casual,16.0,1,False,False,144990,194990,25,0.0,0,0,7017.52,9437.52,25.64,1024,SSD,High,High-end,242,0.0
ASUS,Ryzen,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,1,False,False,149990,0,0,0.0,0,0,7259.52,0.0,-inf,1024,SSD,High,High-end,242,0.0
ASUS,Ryzen,AMD,Ryzen 9,Unknown,4,DDR4,1024,0,Windows,64-bit,4,Casual,16.0,1,False,False,142990,0,0,0.0,0,0,6920.72,0.0,-inf,1024,SSD,High,High-end,242,0.0
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Unknown,4,LPDDR4X,0,512,Windows,32-bit,0,Casual,15.6,0,False,False,38990,47990,18,0.0,0,0,1887.12,2322.72,18.75,512,HDD,Basic,Budget,1,0.0
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8,DDR4,512,0,DOS,64-bit,0,ThinNlight,14.0,0,False,False,57490,78400,26,4.2,18,4,2782.52,3794.56,26.67,512,SSD,Medium,Mid-range,145,0.027169616031511006
